platform,key,zh,en,status,finding_id,notes
web,admin.memory.avgFreshness,平均新鲜度,Avg Freshness,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.avgImportance,平均重要性,Avg Importance,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.browse,记忆浏览器,Memory Browser,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.browseDesc,搜索和浏览所有记忆条目,Search and browse all memory entries,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.category,分类,Category,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.configSaved,配置已保存,Configuration saved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.content,内容,Content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.conversations,对话历史,Conversation History,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.conversationsDesc,浏览 AI Agent 对话记录,Browse AI Agent conversation records,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decay,记忆衰减管理,Memory Decay Management,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayArchived,归档数量,Archived,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayDecayed,衰减数量,Decayed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayDeleted,删除数量,Deleted,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayDesc,配置和监控记忆衰减机制,Configure and monitor memory decay mechanism,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayDuration,耗时,Duration,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayEnabled,启用衰减,Enable Decay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayErrors,错误数量,Errors,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayProcessed,处理数量,Processed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayRate,每日衰减率,Daily Decay Rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayResult,衰减结果,Decay Result,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.decayStats,衰减统计,Decay Statistics,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.deleteAfterDays,删除天数,Delete After (days),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.deleteConfirm,确定要删除这条记忆吗？此操作不可撤销。,Are you sure you want to delete this memory? This action cannot be undone.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.deleteMemory,删除记忆,Delete Memory,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.desc,查看和管理 AI Agent 记忆系统数据,View and manage AI Agent memory system data,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entities,实体浏览器,Entity Browser,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entitiesDesc,查看提取的实体知识（学校、人物、事件、话题）,"View extracted entity knowledge (schools, people, events, topics)",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityAttrs,属性,Attributes,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityDesc,描述,Description,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityDistribution,实体类型分布,Entity Type Distribution,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityEvent,事件,Event,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityName,名称,Name,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityPerson,人物,Person,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityRelations,关系,Relations,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entitySchool,学校,School,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.entityTopic,话题,Topic,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.globalStats,全局统计,Global Statistics,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.importance,重要性,Importance,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.minImportance,最低重要性,Min Importance,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.minImportanceThreshold,最低重要性阈值,Min Importance Threshold,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.msgAgent,Agent,Agent,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.msgLatency,延迟,Latency,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.msgRole,角色,Role,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.msgTokens,Token,Tokens,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.newConversations7d,新增对话 (7天),New Conversations (7d),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.newMemories7d,新增记忆 (7天),New Memories (7d),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.newMessages7d,新增消息 (7天),New Messages (7d),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.queryBtn,查询,Query,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.recentActivity,最近 7 天活跃度,Recent Activity (7 days),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.saveConfig,保存配置,Save Config,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.scheduledArchive,待归档,Scheduled for Archive,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.scheduledDelete,待删除,Scheduled for Delete,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.summaryLabel,摘要,Summary,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.tierArchive,归档,Archive,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.tierDist,层级分布,Tier Distribution,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.tierLong,长期,Long-term,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.tierShort,短期,Short-term,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.tierWorking,工作记忆,Working,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.title,记忆管理,Memory Management,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.titleLabel,标题,Title,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.totalConversations,总对话数,Total Conversations,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.totalEntities,总实体数,Total Entities,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.totalMemories,总记忆数,Total Memories,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.totalMessages,总消息数,Total Messages,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.triggerDecay,手动触发衰减,Trigger Decay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.triggerDecayConfirm,确定要手动触发记忆衰减吗？这将处理所有符合条件的记忆。,Are you sure you want to trigger memory decay? This will process all qualifying memories.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.typeDecision,决策,Decision,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.typeDistribution,记忆类型分布,Memory Type Distribution,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.typeFact,事实,Fact,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.typeFeedback,反馈,Feedback,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.typePreference,偏好,Preference,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.typeSummary,摘要,Summary,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.userIdPlaceholder,输入用户 ID,Enter User ID,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.userQuery,用户记忆查询,User Memory Query,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.userStats,输入用户 ID 查看该用户的记忆统计详情,Enter a User ID to view their memory statistics,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.viewDetail,查看详情,View Details,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.memory.viewMessages,对话消息,Conversation Messages,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.action,操作,Action,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.aiModeration,AI 审核,AI Moderation,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.allSeverity,全部严重度,All Severity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.allStatus,全部状态,All Status,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.approve,通过,Approve,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.approveTitle,通过事件,Approve Event,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.noEvents,暂无安全事件,No security events found,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.postsUpdated,已更新 {count} 个帖子,{count} posts updated,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.reason,原因,Reason,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.reasonPlaceholder,输入原因（可选）...,Enter reason (optional)...,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.reject,拒绝,Reject,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.rejectTitle,拒绝事件,Reject Event,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.resolved,事件已解决,Event resolved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.resolvedStatus,已解决,Resolved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.severity,严重度,Severity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.titleLabel,标题,Title,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.moderation.unresolved,未解决,Unresolved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.aiAgentDesc,监控和配置 AI Agent,Monitor and configure AI Agent,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.dataManagement,数据管理,Data Management,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.deadlinesDesc,管理申请截止日期,Manage application deadlines,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.essayDesc,管理文书提示和翻译,Manage essay prompts and translations,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.eventsDesc,管理考试和活动日程,Manage tests and event schedules,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.handle,处理,Handle,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.manage,管理,Manage,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.needsAttention,需要关注,Needs Attention,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.pendingReports,待处理举报,Pending Reports,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.schoolsDataDesc,同步和管理学校数据,Sync and manage school data,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.overview.schoolsInDb,数据库学校数,Schools in Database,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.pagination.page,第 {current} / {total} 页,Page {current} / {total},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.pagination.perPage,每页,Per page,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.pagination.showing,显示 {from}-{to}，共 {total} 条,Showing {from}-{to} of {total},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.actions,操作,Actions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.activeSubscriptions,活跃订阅,Active Subscriptions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.adjustSub,调整订阅,Adjust Subscription,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.adjustSubDesc,手动更改用户订阅级别,Manually change user subscription level,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.adjusted,订阅已调整,Subscription adjusted,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.allPlans,所有方案,All Plans,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.allStatuses,所有状态,All Statuses,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.amount,金额,Amount,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.date,日期,Date,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.description,查看支付记录和管理订阅,View payment records and manage subscriptions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.monthlyRevenue,月收入,Monthly Revenue,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.newPlan,新方案,New Plan,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.noPayments,暂无支付记录,No payment records,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.noPaymentsDesc,没有符合条件的支付记录,No payments match the current filters,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.plan,方案,Plan,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.records,支付记录,Payment Records,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.refund,退款,Refund,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.refundConfirm,确认退款,Confirm Refund,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.refundDesc,这将退还付款并降级用户的订阅。,This will refund the payment and downgrade the user's subscription.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.refundReason,退款原因,Refund Reason,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.refundReasonPlaceholder,请输入退款原因（审计必填）,Enter the reason for this refund (required for audit trail),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.refunded,已退款,Payment refunded,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.stats,支付统计,Payment Statistics,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.status,状态,Status,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.statusCompleted,已完成,Completed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.statusFailed,失败,Failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.statusPending,待处理,Pending,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.statusRefunded,已退款,Refunded,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.title,支付管理,Payment Management,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.totalPayments,总支付数,Total Payments,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.totalRevenue,总收入,Total Revenue,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.user,用户,User,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.payments.viewDetails,查看详情,View Details,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.action,行为,Action,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actionRules,行为积分规则,Action Point Rules,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.COMPLETE_PROFILE,完善资料,Complete Profile,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.DAILY_LOGIN,每日登录,Daily Login,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.FIRST_CASE,首次案例奖励,First Case Bonus,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.RECEIVE_REVIEW,收到评价,Receive Review,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.REFER_USER,邀请用户,Refer User,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.REPORT_CONTENT,举报内容,Report Content,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.SUBMIT_CASE,提交案例,Submit Case,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.SWIPE_CASE,浏览案例,Swipe Case,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.USE_AI_ESSAY,使用AI文书,Use AI Essay,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.USE_AI_RECOMMENDATION,使用AI推荐,Use AI Recommendation,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.VERIFY_IDENTITY,身份认证,Verify Identity,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.actions.WRITE_REVIEW,撰写评价,Write Review,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.description,配置积分系统和行为分值,Configure the points system and action values,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.descriptionLabel,描述,Description,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.disabled,已关闭,Disabled,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.enabled,已开启,Enabled,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.enabledDesc,开启或关闭整个积分系统,Toggle the entire points system on or off,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.resetConfirm,重置积分配置,Reset Points Config,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.resetDefaults,恢复默认值,Reset to Defaults,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.resetDesc,这将把所有积分值恢复为默认值。确定吗？,This will reset all point values to their defaults. Are you sure?,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.resetDone,积分配置已恢复默认,Points config reset to defaults,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.save,保存,Save,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.saved,积分配置已保存,Points configuration saved,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.systemEnabled,积分系统,Points System,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.title,积分管理,Points Management,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.points.value,分值,Points,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.backfill.confirmLive,立刻执行 cohort-prior 回填? 写入新行到 SchoolCohortRoundPrior (setVersion=今天)。回滚: DELETE WHERE setVersion LIKE 'backfill-%'。,Run cohort-prior backfill now? This writes new rows to SchoolCohortRoundPrior (setVersion=today). Rollback via DELETE WHERE setVersion LIKE 'backfill-%'.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.backfill.subtitle,把已验证 AdmissionCase 聚合进 SchoolCohortRoundPrior 表。CohortPriorTeacher 依赖这张表才能产出信号。,Aggregate approved AdmissionCase rows into SchoolCohortRoundPrior. Required before CohortPriorTeacher can serve signals.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.backfill.title,回填同届轮次先验,Backfill cohort priors,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.caseAggregates.confirmLive,立刻回填案例聚合 teacher 数据? 删除当前 setVersion 的旧行后重新写入。每个 teacher 的覆盖率会显示在 eligibleByTeacher 字段。,Backfill case-aggregate teachers now? This deletes prior rows with today's setVersion and re-inserts. Per-teacher coverage will appear under eligibleByTeacher.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.caseAggregates.subtitle,"读已验证 AdmissionCase → 按 (teacher, school, bucket) 聚合 → 写 PredictionSourceObservation, 喂给 ap-rigor / ib / feeder-hs / activity-intensity 这 4 个 teacher。每个 setVersion 幂等 (默认 = 今天)。","Reads approved AdmissionCase rows → aggregates per (teacher, school, bucket) → writes PredictionSourceObservation rows for ap-rigor / ib / feeder-hs / activity-intensity teachers. Idempotent per setVersion (default = today).",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.caseAggregates.title,回填案例聚合 teacher 数据,Backfill case-aggregate teachers,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.cdsBands.confirmLive,"立刻把 CDS 起步数据写入 prod? 幂等 — 重复写入会更新相同 (schoolId, gpaBand, testType, testBand, cycleYear) 键的行。","Load CDS Bands fixture into prod? Idempotent — re-loading just updates rows that share the same (schoolId, gpaBand, testType, testBand, cycleYear) key.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.cdsBands.subtitle,把内置 CDS 录取分位起步数据写入 SchoolCdsAdmitBand。激活 cds-bands-v1 teacher (shadow)。要灌大批量自定义数据请直接 POST /admin/predictions/distillation/cds-bands/load。,Loads the bundled CDS admit-band starter set into SchoolCdsAdmitBand. Activates the cds-bands-v1 teacher in shadow. For larger curated sets call POST /admin/predictions/distillation/cds-bands/load directly.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.cdsBands.title,加载 CDS 录取分位数据,Load CDS Bands fixture,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.counselorBackfill.confirmLive,立刻重写所有 PredictionResult 行为 counselor 引擎 + 清 Redis 预测缓存？分批 cursor 处理；如果 nextCursor 不为空，再点一次从该 cursor 继续。Tier-4 学校和已经是 counselor 的行会跳过。,"Rewrite all PredictionResult rows to use counselor engine + flush Redis prediction cache? Cursor-paginated; if nextCursor returns non-null, click again to continue from that point. Tier-4 schools and already-counselor rows are skipped.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.counselorBackfill.subtitle,把数据库里所有 PredictionResult 行重新用 counselor 引擎计算一遍，让用户在所有视图（预测页 / 历史 / admin）看到的数都是 counselor 的，而不是只有新跑的预测才是。幂等 — 已经是 counselor 的行会跳过。Tier-4 学校（无 acceptanceRate）会跳过，保留旧 fusion 结果。Live 跑同时会清 Redis 预测缓存。,"Rewrites stored PredictionResult rows so users see counselor numbers everywhere (page / history / admin), not just on freshly-computed predictions. Idempotent — already-counselor rows are skipped. Tier-4 schools (no acceptanceRate) are skipped (existing fusion result preserved). Also flushes Redis prediction cache on Live runs.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.counselorBackfill.title,回填 counselor 预测,Backfill counselor predictions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.dryRun,试运行,Dry run,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.dryRunBadge,试运行预览,Dry-run preview,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.error,请求失败,Request failed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.fullJson,查看完整 JSON,Show full JSON response,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.live,正式执行,Live,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.liveBadge,已提交,Committed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.normalize.confirmLive,"立刻对 prod 案例数据执行解析? 仅写入 gpa11 / testScores 当前为 NULL 的行, 可反复执行。",Run normalize on prod cases now? This writes to AdmissionCase rows where gpa11 / testScores are currently NULL. The write is additive and idempotent.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.normalize.subtitle,把 gpaRange/satRange/actRange/toeflRange 字符串解析成结构化 gpa11 + testScores[]。仅填充 NULL 字段，不覆盖已有数据。,Parse gpaRange/satRange/actRange/toeflRange strings into structured gpa11 + testScores[]. Fills only NULL target fields; never overwrites.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.normalize.title,规范化历史案例,Normalize legacy cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.cacheKeysDeleted,已清缓存 key,Cache keys flushed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.created,新建,Created,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.deleted,已删除 (替换),Deleted (replaced),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.droppedLowSample,样本不足丢弃,Dropped (low sample),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.durationMs,耗时 (ms),Duration (ms),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.eligibleBuckets,合格桶,Eligible buckets,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.gpaWritten,GPA 已写,GPA written,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.nextCursor,下一批游标 (粘回继续),Next cursor (paste back to continue),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.scanned,扫描行数,Scanned,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.skippedAlreadyCounselor,跳过 (已是 counselor),Skipped (already counselor),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.skippedMissingProfile,跳过 (profile 缺失),Skipped (missing profile),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.skippedTier4,跳过 (学校数据不足),Skipped (insufficient school data),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.testScoresWritten,成绩已写,Test scores written,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.updated,更新,Updated,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.valid,有效行,Valid rows,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.result.written,新写入,Written,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.subtitle,运行一次性数据填充接口。试运行只返回预览、不写库；正式执行会写入数据，操作幂等，可重复运行。,Run the one-shot data-population endpoints. Dry-run returns preview counts without writing; Live commits the update and is idempotent (safe to re-run).,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.actions.title,运维操作,Operational actions,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.authoritative,Authoritative,Authoritative,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.invariantChecks,不变式检查,Invariant checks,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.nullCount,NULL,NULL,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
